ranking,song,band_singer,Gender,songurl,titletext,url,year,Song ID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,track_href,analysis_url,duration_ms,time_signature
35,Just a Dream,Nelly,Solo Male,/wiki/Just_a_Dream_(Nelly_song),Just a Dream,/wiki/Nelly,2010,3ZdJffjzJWFimSQyxgGIxN,0.531,0.752,1,-6.161,1,0.0305,0.0421,0,0.12,0.103,89.917,,,,,,
36,How Low,Ludacris,#N/A,/wiki/How_Low,How Low,/wiki/Ludacris,2010,1WtTLtofvcjQM3sXSMkDdX,0.784,0.498,1,-6.977,1,0.0533,0.00248,1.23E-06,0.224,0.418,143.96,,,,,,
37,Like a G6,Far East Movement,#N/A,/wiki/Like_a_G6,Like a G6,/wiki/Far_East_Movement,2010,4DvhkX2ic4zWkQeWMwQ2qf,0,0,0,0,0,0,0,0,0,0,0,,,,,,
37,Like a G6,The Cataracs,#N/A,/wiki/Like_a_G6,Like a G6,/wiki/The_Cataracs,2010,4DvhkX2ic4zWkQeWMwQ2qf,0,0,0,0,0,0,0,0,0,0,0,,,,,,
37,Like a G6,Dev,#N/A,/wiki/Like_a_G6,Like a G6,/wiki/Dev_(singer),2010,4DvhkX2ic4zWkQeWMwQ2qf,0,0,0,0,0,0,0,0,0,0,0,,,,,,
38,Carry Out,Timbaland,Solo Male,/wiki/Carry_Out,Carry Out,/wiki/Timbaland,2010,2DHc2e5bBn4UzY0ENVFrUl,0.478,0.569,10,-6.764,0,0.148,0.117,0.0669,0.248,0.259,95.988,,,,,,
38,Carry Out,Justin Timberlake,Solo Male,/wiki/Carry_Out,Carry Out,/wiki/Justin_Timberlake,2010,2DHc2e5bBn4UzY0ENVFrUl,0.478,0.569,10,-6.764,0,0.148,0.117,0.0669,0.248,0.259,95.988,,,,,,
39,Haven't Met You Yet,Michael Bublé,#N/A,/wiki/Haven%27t_Met_You_Yet,Haven't Met You Yet,/wiki/Michael_Bubl%C3%A9,2010,4fIWvT19w9PR0VVBuPYpWA,0.615,0.733,8,-4.808,1,0.0335,0.152,0,0.109,0.796,122.58,,,,,,
40,Club Can't Handle Me,Flo Rida,Solo Male,/wiki/Club_Can%27t_Handle_Me,Club Can't Handle Me,/wiki/Flo_Rida,2010,6ebkx7Q5tTxrCxKq4GYj0Y,0,0,0,0,0,0,0,0,0,0,0,,,,,,
40,Club Can't Handle Me,David Guetta,#N/A,/wiki/Club_Can%27t_Handle_Me,Club Can't Handle Me,/wiki/David_Guetta,2010,6ebkx7Q5tTxrCxKq4GYj0Y,0,0,0,0,0,0,0,0,0,0,0,,,,,,
41,Down,Jay Sean,#N/A,/wiki/Down_(Jay_Sean_song),Down,/wiki/Jay_Sean,2010,6cmm1LMvZdB5zsCwX5BjqE,0,0,0,0,0,0,0,0,0,0,0,,,,,,
41,Down,Lil Wayne,Solo Male,/wiki/Down_(Jay_Sean_song),Down,/wiki/Lil_Wayne,2010,6cmm1LMvZdB5zsCwX5BjqE,0,0,0,0,0,0,0,0,0,0,0,,,,,,
42,Bulletproof,La Roux,#N/A,/wiki/Bulletproof_(La_Roux_song),Bulletproof,/wiki/La_Roux,2010,3kMrazSvILsgcwtidZd1Qd,0.691,0.881,3,-2.686,0,0.0526,0.000813,7.21E-05,0.0736,0.689,122.978,,,,,,
43,Whatcha Say,Jason Derulo,Solo Male,/wiki/Whatcha_Say,Whatcha Say,/wiki/Jason_Derulo,2010,67T6l4q3zVjC5nZZPXByU8,0,0,0,0,0,0,0,0,0,0,0,,,,,,
44,Baby,Justin Bieber,Solo Male,/wiki/Baby_(Justin_Bieber_song),Baby,/wiki/Justin_Bieber,2010,6epn3r7S14KUqlReYr77hA,0,0,0,0,0,0,0,0,0,0,0,,,,,,
44,Baby,Ludacris,#N/A,/wiki/Baby_(Justin_Bieber_song),Baby,/wiki/Ludacris,2010,6epn3r7S14KUqlReYr77hA,0,0,0,0,0,0,0,0,0,0,0,,,,,,
45,Whataya Want from Me,Adam Lambert,#N/A,/wiki/Whataya_Want_from_Me,Whataya Want from Me,/wiki/Adam_Lambert,2010,2rDwdvBma1O1eLzo29p2cr,0.44,0.683,11,-4.732,0,0.0489,0.00706,0,0.0593,0.445,185.948,,,,,,
46,Mine,Taylor Swift,Solo Female,/wiki/Mine_(Taylor_Swift_song),Mine,/wiki/Taylor_Swift,2010,7G0gBu6nLdhFDPRLc0HdDG,0,0,0,0,0,0,0,0,0,0,0,,,,,,
47,Only Girl (In the World),Rihanna,Solo Female,/wiki/Only_Girl_(In_the_World),Only Girl (In the World),/wiki/Rihanna,2010,2ENexcMEMsYk0rVJigVD3i,0,0,0,0,0,0,0,0,0,0,0,,,,,,
48,Live Like We're Dying,Kris Allen,#N/A,/wiki/Live_Like_We%27re_Dying,Live Like We're Dying,/wiki/Kris_Allen,2010,1HfxPaJggVwFsvOtHbVzMz,0.589,0.893,0,-2.948,1,0.0397,0.0273,0,0.343,0.94,92.011,,,,,,
49,Hard,Rihanna,Solo Female,/wiki/Hard_(Rihanna_song),Hard,/wiki/Rihanna,2010,3YJkAQNEhmCZGLdmPsu6Ye,0,0,0,0,0,0,0,0,0,0,0,,,,,,
49,Hard,Jeezy,#N/A,/wiki/Hard_(Rihanna_song),Hard,/wiki/Jeezy,2010,3YJkAQNEhmCZGLdmPsu6Ye,0,0,0,0,0,0,0,0,0,0,0,,,,,,
50,Young Forever,Jay-Z,Solo Male,/wiki/Young_Forever,Young Forever,/wiki/Jay-Z,2010,35srNkJVToAzYiZzron1FY,0,0,0,0,0,0,0,0,0,0,0,,,,,,
50,Young Forever,Mr Hudson,#N/A,/wiki/Young_Forever,Young Forever,/wiki/Mr_Hudson,2010,35srNkJVToAzYiZzron1FY,0,0,0,0,0,0,0,0,0,0,0,,,,,,
51,Blah Blah Blah,Kesha,Solo Female,/wiki/Blah_Blah_Blah_(Kesha_song),Blah Blah Blah,/wiki/Kesha,2010,7lWUJpax919G4JdaFEVmCy,0.752,0.836,10,-3.173,1,0.115,0.0843,0.000425,0.424,0.519,120.003,,,,,,
51,Blah Blah Blah,3OH!3,#N/A,/wiki/Blah_Blah_Blah_(Kesha_song),Blah Blah Blah,/wiki/3OH!3,2010,7lWUJpax919G4JdaFEVmCy,0.752,0.836,10,-3.173,1,0.115,0.0843,0.000425,0.424,0.519,120.003,,,,,,
52,Bottoms Up,Trey Songz,#N/A,/wiki/Bottoms_Up_(Trey_Songz_song),Bottoms Up,/wiki/Trey_Songz,2010,4AYX69oFP3UOS1CFmV9UfO,0,0,0,0,0,0,0,0,0,0,0,,,,,,
52,Bottoms Up,Nicki Minaj,Solo Female,/wiki/Bottoms_Up_(Trey_Songz_song),Bottoms Up,/wiki/Nicki_Minaj,2010,4AYX69oFP3UOS1CFmV9UfO,0,0,0,0,0,0,0,0,0,0,0,,,,,,
53,Do You Remember,Jay Sean,#N/A,/wiki/Do_You_Remember_(Jay_Sean_song),Do You Remember,/wiki/Jay_Sean,2010,6A5NlmBCsCGbJ27jHQgKV5,0,0,0,0,0,0,0,0,0,0,0,,,,,,
53,Do You Remember,Sean Paul,Solo Male,/wiki/Do_You_Remember_(Jay_Sean_song),Do You Remember,/wiki/Sean_Paul,2010,6A5NlmBCsCGbJ27jHQgKV5,0,0,0,0,0,0,0,0,0,0,0,,,,,,
53,Do You Remember,Lil Jon,Solo Male,/wiki/Do_You_Remember_(Jay_Sean_song),Do You Remember,/wiki/Lil_Jon,2010,6A5NlmBCsCGbJ27jHQgKV5,0,0,0,0,0,0,0,0,0,0,0,,,,,,
54,All the Right Moves,OneRepublic,Band,/wiki/All_the_Right_Moves_(OneRepublic_song),All the Right Moves,/wiki/OneRepublic,2010,5XRHGXut00SrJUFmcn2lQF,0.53,0.95,0,-3.526,1,0.0503,0.284,1.01E-05,0.211,0.733,146.035,,,,,,
55,According to You,Orianthi,#N/A,/wiki/According_to_You,According to You,/wiki/Orianthi,2010,72phhQtfwZcRweweRxxkmU,0,0,0,0,0,0,0,0,0,0,0,,,,,,
56,My Chick Bad,Ludacris,#N/A,/wiki/My_Chick_Bad,My Chick Bad,/wiki/Ludacris,2010,3bMNprrp2JDKZsGbiXpsJl,0.624,0.723,1,-6.782,1,0.378,0.172,0,0.483,0.757,84.789,,,,,,
56,My Chick Bad,Nicki Minaj,Solo Female,/wiki/My_Chick_Bad,My Chick Bad,/wiki/Nicki_Minaj,2010,3bMNprrp2JDKZsGbiXpsJl,0.624,0.723,1,-6.782,1,0.378,0.172,0,0.483,0.757,84.789,,,,,,
57,You Belong with Me,Taylor Swift,Solo Female,/wiki/You_Belong_with_Me,You Belong with Me,/wiki/Taylor_Swift,2010,1qrpoAMXodY6895hGKoUpA,0,0,0,0,0,0,0,0,0,0,0,,,,,,
58,Meet Me Halfway,The Black Eyed Peas,Band,/wiki/Meet_Me_Halfway,Meet Me Halfway,/wiki/The_Black_Eyed_Peas,2010,6wOYnPq1hPihRepcDClPUw,0,0,0,0,0,0,0,0,0,0,0,,,,,,
59,Take It Off,Kesha,Solo Female,/wiki/Take_It_Off_(Kesha_song),Take It Off,/wiki/Kesha,2010,0WCiI0ddWiu5F2kSHgfw5S,0.729,0.675,5,-5.292,0,0.0286,4.14E-05,0.00126,0.0867,0.74,125.036,,,,,,
60,Over,Drake,Solo Male,/wiki/Over_(Drake_song),Over,/wiki/Drake_(rapper),2010,6BdgtqiV3oXNqBikezwdvC,0,0,0,0,0,0,0,0,0,0,0,,,,,,
61,Animal,Neon Trees,#N/A,/wiki/Animal_(Neon_Trees_song),Animal,/wiki/Neon_Trees,2010,1fBl642IhJOE5U319Gy2Go,0,0,0,0,0,0,0,0,0,0,0,,,,,,
62,Misery,Maroon 5,Band,/wiki/Misery_(Maroon_5_song),Misery,/wiki/Maroon_5,2010,6KBYk8OFtod7brGuZ3Y67q,0,0,0,0,0,0,0,0,0,0,0,,,,,,
63,Magic,B.o.B,#N/A,/wiki/Magic_(B.o.B_song),Magic,/wiki/B.o.B,2010,5uHYcK0nbEYgRaFTY5BqnP,0,0,0,0,0,0,0,0,0,0,0,,,,,,
63,Magic,Rivers Cuomo,#N/A,/wiki/Magic_(B.o.B_song),Magic,/wiki/Rivers_Cuomo,2010,5uHYcK0nbEYgRaFTY5BqnP,0,0,0,0,0,0,0,0,0,0,0,,,,,,
64,Paparazzi,Lady Gaga,Solo Female,/wiki/Paparazzi_(Lady_Gaga_song),Paparazzi,/wiki/Lady_Gaga,2010,7Hqig8kp32q2Ire3ECQvWM,0,0,0,0,0,0,0,0,0,0,0,,,,,,
65,Tie Me Down,New Boyz,#N/A,/wiki/Tie_Me_Down_(New_Boyz_song),Tie Me Down,/wiki/New_Boyz,2010,4faiJXyBflUVVOOE9fxbeg,0,0,0,0,0,0,0,0,0,0,0,,,,,,
65,Tie Me Down,Ray J,#N/A,/wiki/Tie_Me_Down_(New_Boyz_song),Tie Me Down,/wiki/Ray_J,2010,4faiJXyBflUVVOOE9fxbeg,0,0,0,0,0,0,0,0,0,0,0,,,,,,
66,Your Love,Nicki Minaj,Solo Female,/wiki/Your_Love_(Nicki_Minaj_song),Your Love,/wiki/Nicki_Minaj,2010,1w6kG4Rc29m5EherbvpkF5,0,0,0,0,0,0,0,0,0,0,0,,,,,,
67,Party in the U.S.A.,Miley Cyrus,Solo Female,/wiki/Party_in_the_U.S.A.,Party in the U.S.A.,/wiki/Miley_Cyrus,2010,5Q0Nhxo0l2bP3pNjpGJwV1,0,0,0,0,0,0,0,0,0,0,0,,,,,,
68,Deuces,Chris Brown,Solo Male,/wiki/Deuces_(song),Deuces,/wiki/Chris_Brown,2010,6wN4nT2qy3MQc098yL3Eu9,0.692,0.736,1,-5.109,1,0.11,0.0324,0,0.0787,0.217,73.987,,,,,,
68,Deuces,Tyga,#N/A,/wiki/Deuces_(song),Deuces,/wiki/Tyga,2010,6wN4nT2qy3MQc098yL3Eu9,0.692,0.736,1,-5.109,1,0.11,0.0324,0,0.0787,0.217,73.987,,,,,,
68,Deuces,Kevin McCall,#N/A,/wiki/Deuces_(song),Deuces,/wiki/Kevin_McCall,2010,6wN4nT2qy3MQc098yL3Eu9,0.692,0.736,1,-5.109,1,0.11,0.0324,0,0.0787,0.217,73.987,,,,,,
69,3,Britney Spears,Solo Female,/wiki/3_(Britney_Spears_song),3,/wiki/Britney_Spears,2010,2d7fRuDlFZfKIoSuf8bhGv,0,0,0,0,0,0,0,0,0,0,0,,,,,,
70,Impossible,Shontelle,#N/A,/wiki/Impossible_(Shontelle_song),Impossible,/wiki/Shontelle,2010,1T8PwF3JhIiWwBhun23RNe,0,0,0,0,0,0,0,0,0,0,0,,,,,,
71,Forever,Drake,Solo Male,/wiki/Forever_(Drake_song),Forever,/wiki/Drake_(rapper),2010,6HSqyfGnsHYw9MmIpa9zlZ,0,0,0,0,0,0,0,0,0,0,0,,,,,,
71,Forever,Kanye West,Solo Male,/wiki/Forever_(Drake_song),Forever,/wiki/Kanye_West,2010,5UsLjwBaTHBX4ektWIr4XX,0.385,0.908,5,-2.428,0,0.389,0.275,0,0.223,0.538,79.275,,,,,,
71,Forever,Lil Wayne,Solo Male,/wiki/Forever_(Drake_song),Forever,/wiki/Lil_Wayne,2010,3EVzllf30zIBAtKb75bs1W,0,0,0,0,0,0,0,0,0,0,0,,,,,,
71,Forever,Eminem,Solo Male,/wiki/Forever_(Drake_song),Forever,/wiki/Eminem,2010,5UsLjwBaTHBX4ektWIr4XX,0.385,0.908,5,-2.428,0,0.389,0.275,0,0.223,0.538,79.275,,,,,,
72,Two Is Better Than One,Boys Like Girls,#N/A,/wiki/Two_Is_Better_Than_One,Two Is Better Than One,/wiki/Boys_Like_Girls,2010,1MaqkdFNIKPdpQGDzme5ss,0,0,0,0,0,0,0,0,0,0,0,,,,,,
72,Two Is Better Than One,Taylor Swift,Solo Female,/wiki/Two_Is_Better_Than_One,Two Is Better Than One,/wiki/Taylor_Swift,2010,1MaqkdFNIKPdpQGDzme5ss,0,0,0,0,0,0,0,0,0,0,0,,,,,,
73,My First Kiss,3OH!3,#N/A,/wiki/My_First_Kiss_(song),My First Kiss,/wiki/3OH!3,2010,17tDv8WA8IhqE8qzuQn707,0,0,0,0,0,0,0,0,0,0,0,,,,,,
73,My First Kiss,Kesha,Solo Female,/wiki/My_First_Kiss_(song),My First Kiss,/wiki/Kesha,2010,17tDv8WA8IhqE8qzuQn707,0,0,0,0,0,0,0,0,0,0,0,,,,,,
74,Already Gone,Kelly Clarkson,Solo Female,/wiki/Already_Gone_(Kelly_Clarkson_song),Already Gone,/wiki/Kelly_Clarkson,2010,4fq2YUONcgrCJ2SPndSeKC,0,0,0,0,0,0,0,0,0,0,0,,,,,,
75,Rock That Body,The Black Eyed Peas,Band,/wiki/Rock_That_Body,Rock That Body,/wiki/The_Black_Eyed_Peas,2010,7K8XoQXZBffc4xG2xIQHMO,0,0,0,0,0,0,0,0,0,0,0,,,,,,
76,Secrets,OneRepublic,Band,/wiki/Secrets_(OneRepublic_song),Secrets,/wiki/OneRepublic,2010,1NhPKVLsHhFUHIOZ32QnS2,0.515,0.767,2,-6.199,1,0.0352,0.098,0,0.121,0.38,148.024,,,,,,
77,Naturally,Selena Gomez & the Scene,#N/A,/wiki/Naturally_(Selena_Gomez_%26_the_Scene_song),Naturally,/wiki/Selena_Gomez_%26_the_Scene,2010,1YaVmBh7EAeR54FIjuFcb5,0.629,0.906,10,-5.393,0,0.0583,0.0211,1.17E-06,0.0551,0.847,132.64,,,,,,
78,Un-Thinkable (I'm Ready),Alicia Keys,Solo Female,/wiki/Un-Thinkable_(I%27m_Ready),Un-Thinkable (I'm Ready),/wiki/Alicia_Keys,2010,4o4wEDRqotccDTXiQ7TORu,0,0,0,0,0,0,0,0,0,0,0,,,,,,
79,All I Do Is Win,DJ Khaled,#N/A,/wiki/All_I_Do_Is_Win,All I Do Is Win,/wiki/DJ_Khaled,2010,5NEKjqTQPKiqOiOG8YxLdS,0,0,0,0,0,0,0,0,0,0,0,,,,,,
79,All I Do Is Win,T-Pain,Solo Male,/wiki/All_I_Do_Is_Win,All I Do Is Win,/wiki/T-Pain,2010,5NEKjqTQPKiqOiOG8YxLdS,0,0,0,0,0,0,0,0,0,0,0,,,,,,
79,All I Do Is Win,Ludacris,#N/A,/wiki/All_I_Do_Is_Win,All I Do Is Win,/wiki/Ludacris,2010,5NEKjqTQPKiqOiOG8YxLdS,0,0,0,0,0,0,0,0,0,0,0,,,,,,
79,All I Do Is Win,Snoop Dogg,Solo Male,/wiki/All_I_Do_Is_Win,All I Do Is Win,/wiki/Snoop_Dogg,2010,5NEKjqTQPKiqOiOG8YxLdS,0,0,0,0,0,0,0,0,0,0,0,,,,,,
79,All I Do Is Win,Rick Ross,#N/A,/wiki/All_I_Do_Is_Win,All I Do Is Win,/wiki/Rick_Ross,2010,5NEKjqTQPKiqOiOG8YxLdS,0,0,0,0,0,0,0,0,0,0,0,,,,,,
80,I Made It (Cash Money Heroes),Kevin Rudolf,#N/A,/wiki/I_Made_It_(Cash_Money_Heroes),I Made It (Cash Money Heroes),/wiki/Kevin_Rudolf,2010,6H2wnX7ytNeCKERIVqCwgs,0,0,0,0,0,0,0,0,0,0,0,,,,,,
80,I Made It (Cash Money Heroes),Birdman,#N/A,/wiki/I_Made_It_(Cash_Money_Heroes),I Made It (Cash Money Heroes),/wiki/Birdman_(rapper),2010,6H2wnX7ytNeCKERIVqCwgs,0,0,0,0,0,0,0,0,0,0,0,,,,,,
80,I Made It (Cash Money Heroes),Jay Sean,#N/A,/wiki/I_Made_It_(Cash_Money_Heroes),I Made It (Cash Money Heroes),/wiki/Jay_Sean,2010,6H2wnX7ytNeCKERIVqCwgs,0,0,0,0,0,0,0,0,0,0,0,,,,,,
80,I Made It (Cash Money Heroes),Lil Wayne,Solo Male,/wiki/I_Made_It_(Cash_Money_Heroes),I Made It (Cash Money Heroes),/wiki/Lil_Wayne,2010,6H2wnX7ytNeCKERIVqCwgs,0,0,0,0,0,0,0,0,0,0,0,,,,,,
81,Stuck Like Glue,Sugarland,#N/A,/wiki/Stuck_Like_Glue,Stuck Like Glue,/wiki/Sugarland,2010,0JcKdUGNR7zI4jJDLyYXbi,0.702,0.795,1,-4.764,1,0.0568,0.329,0,0.0505,0.836,83.961,,,,,,
82,Hey Daddy (Daddy's Home),Usher,Solo Male,/wiki/Hey_Daddy_(Daddy%27s_Home),Hey Daddy (Daddy's Home),/wiki/Usher_(musician),2010,030OCtLMrljNhp8OWHBWW3,0.59,0.698,11,-4.262,1,0.0286,0.000176,0,0.107,0.352,95.975,,,,,,
82,Hey Daddy (Daddy's Home),Plies,#N/A,/wiki/Hey_Daddy_(Daddy%27s_Home),Hey Daddy (Daddy's Home),/wiki/Plies_(rapper),2010,1kLYMOFEzQX9PgdKB7VkSL,0,0,0,0,0,0,0,0,0,0,0,,,,,,
83,There Goes My Baby,Usher,Solo Male,/wiki/There_Goes_My_Baby_(Usher_song),There Goes My Baby,/wiki/Usher_(musician),2010,6IUiqtI8tE49sqGbmtrNd8,0.626,0.52,9,-8.077,0,0.0892,0.175,0,0.13,0.257,77.468,,,,,,
84,Today Was a Fairytale,Taylor Swift,Solo Female,/wiki/Today_Was_a_Fairytale,Today Was a Fairytale,/wiki/Taylor_Swift,2010,4pFvEWbjBpPUdYRQly0THs,0.491,0.703,7,-4.5,1,0.0319,0.0307,5.72E-06,0.167,0.344,157.988,,,,,,
85,Say Something,Timbaland,Solo Male,/wiki/Say_Something_(Timbaland_song),Say Something,/wiki/Timbaland,2010,7qje9qxLncMESiPeI27SAn,0.559,0.741,11,-4.491,1,0.0889,0.0912,0,0.735,0.718,79.887,,,,,,
85,Say Something,Drake,Solo Male,/wiki/Say_Something_(Timbaland_song),Say Something,/wiki/Drake_(rapper),2010,7qje9qxLncMESiPeI27SAn,0.559,0.741,11,-4.491,1,0.0889,0.0912,0,0.735,0.718,79.887,,,,,,
86,Sweet Dreams,Beyoncé,Solo Female,/wiki/Sweet_Dreams_(Beyonc%C3%A9_Knowles_song),Sweet Dreams,/wiki/Beyonc%C3%A9,2010,1FKxKGONukVFXWVJxAKmlz,0.694,0.825,1,-5.986,1,0.111,0.0895,1.86E-05,0.0618,0.788,121.949,,,,,,
87,Use Somebody,Kings of Leon,#N/A,/wiki/Use_Somebody,Use Somebody,/wiki/Kings_of_Leon,2010,5VGlqQANWDKJFl0MBG3sg2,0.276,0.715,0,-5.356,1,0.0432,0.00552,0.000417,0.201,0.173,137.028,,,,,,
88,Undo It,Carrie Underwood,Solo Female,/wiki/Undo_It,Undo It,/wiki/Carrie_Underwood,2010,1Fo2N5iXRi37maMboaig7O,0.476,0.84,2,-2.259,1,0.058,0.11,0,0.046,0.648,156.254,,,,,,
89,Eenie Meenie,Sean Kingston,#N/A,/wiki/Eenie_Meenie,Eenie Meenie,/wiki/Sean_Kingston,2010,45O0tUN9Bh6LH4eNxQ07AT,0,0,0,0,0,0,0,0,0,0,0,,,,,,
89,Eenie Meenie,Justin Bieber,Solo Male,/wiki/Eenie_Meenie,Eenie Meenie,/wiki/Justin_Bieber,2010,4Yaw2PmyOETOnEM3TCf98I,0,0,0,0,0,0,0,0,0,0,0,,,,,,
90,Right Above It,Lil Wayne,Solo Male,/wiki/Right_Above_It,Right Above It,/wiki/Lil_Wayne,2010,1kMuU3TNQvHbqvXCWBodmP,0.376,0.841,3,-4.348,0,0.356,0.0435,0,0.578,0.463,76.052,,,,,,
90,Right Above It,Drake,Solo Male,/wiki/Right_Above_It,Right Above It,/wiki/Drake_(rapper),2010,1kMuU3TNQvHbqvXCWBodmP,0.376,0.841,3,-4.348,0,0.356,0.0435,0,0.578,0.463,76.052,,,,,,
91,The House That Built Me,Miranda Lambert,#N/A,/wiki/The_House_That_Built_Me,The House That Built Me,/wiki/Miranda_Lambert,2010,02eD9ymfJOJOhM97HYp5R9,0.515,0.3,5,-8.005,1,0.0289,0.575,8.46E-06,0.115,0.206,81.12,,,,,,
92,If I Die Young,The Band Perry,#N/A,/wiki/If_I_Die_Young,If I Die Young,/wiki/The_Band_Perry,2010,4u26EevCNXMhlvE1xFBJwX,0,0,0,0,0,0,0,0,0,0,0,,,,,,
93,The Only Exception,Paramore,#N/A,/wiki/The_Only_Exception,The Only Exception,/wiki/Paramore,2010,7JIuqL4ZqkpfGKQhYlrirs,0.452,0.563,4,-6.607,1,0.0272,0.144,0,0.143,0.209,137.715,,,,,,
94,American Honey,Lady Antebellum,#N/A,/wiki/American_Honey,American Honey,/wiki/Lady_Antebellum,2010,4xInIiKipU1mtUogJ3ZdYr,0,0,0,0,0,0,0,0,0,0,0,,,,,,
95,King of Anything,Sara Bareilles,#N/A,/wiki/King_of_Anything,King of Anything,/wiki/Sara_Bareilles,2010,3VA8T3rNy5V24AXxNK5u9E,0.676,0.762,1,-4.172,1,0.0351,0.461,0,0.0574,0.81,119.003,,,,,,
96,Life After You,Daughtry,#N/A,/wiki/Life_After_You_(Daughtry_song),Life After You,/wiki/Daughtry_(band),2010,70NGpcNvhI2hqonWNAETIu,0.396,0.796,5,-3.253,1,0.0357,0.0597,0,0.407,0.362,154.037,,,,,,
97,Smile,Uncle Kracker,#N/A,/wiki/Smile_(Uncle_Kracker_song),Smile,/wiki/Uncle_Kracker,2010,4ZC8hXXqu2hPcDLw9QTdtQ,0.541,0.812,4,-3.764,1,0.0336,0.203,0,0.42,0.607,141.056,,,,,,
98,Teach Me How to Dougie,Cali Swag District,#N/A,/wiki/Teach_Me_How_to_Dougie,Teach Me How to Dougie,/wiki/Cali_Swag_District,2010,61LtVmmkGr8P9I2tSPvdpf,0.846,0.438,11,-4.981,1,0.141,0.2,9.43E-05,0.0939,0.512,85.013,,,,,,
99,Try Sleeping with a Broken Heart,Alicia Keys,Solo Female,/wiki/Try_Sleeping_with_a_Broken_Heart,Try Sleeping with a Broken Heart,/wiki/Alicia_Keys,2010,1yK9LISg5uBOOW5bT2Wm0i,0.496,0.82,5,-5.155,1,0.112,0.158,0.246,0.13,0.549,110.977,,,,,,
100,"Lover, Lover",Jerrod Niemann,#N/A,"/wiki/Lover,_Lover","Lover, Lover",/wiki/Jerrod_Niemann,2010,5UzU0qw21okODBNUnxptVo,0.879,0.567,7,-6.509,1,0.0586,0.184,0,0.622,0.948,112.472,,,,,,
1,Rolling in the Deep,Adele,Solo Female,/wiki/Rolling_in_the_Deep,Rolling in the Deep,/wiki/Adele,2011,1c8gk2PeTE04A1pIDH9YMk,0,0,0,0,0,0,0,0,0,0,0,,,,,,
2,Party Rock Anthem,LMFAO,#N/A,/wiki/Party_Rock_Anthem,Party Rock Anthem,/wiki/LMFAO,2011,0IkKz2J93C94Ei4BvDop7P,0,0,0,0,0,0,0,0,0,0,0,,,,,,
2,Party Rock Anthem,Lauren Bennett,#N/A,/wiki/Party_Rock_Anthem,Party Rock Anthem,/wiki/Lauren_Bennett,2011,0IkKz2J93C94Ei4BvDop7P,0,0,0,0,0,0,0,0,0,0,0,,,,,,
2,Party Rock Anthem,GoonRock,#N/A,/wiki/Party_Rock_Anthem,Party Rock Anthem,/wiki/GoonRock,2011,0IkKz2J93C94Ei4BvDop7P,0,0,0,0,0,0,0,0,0,0,0,,,,,,
3,Firework,Katy Perry,Solo Female,/wiki/Firework_(song),Firework,/wiki/Katy_Perry,2011,4lCv7b86sLynZbXhfScfm2,0.638,0.826,8,-4.968,1,0.0479,0.139,0,0.0803,0.649,124.072,,,,,,
4,E.T.,Katy Perry,Solo Female,/wiki/E.T._(song),E.T.,/wiki/Katy_Perry,2011,4z8ssgZfs5TzKiO8HaGWXO,0,0,0,0,0,0,0,0,0,0,0,,,,,,
4,E.T.,Kanye West,Solo Male,/wiki/E.T._(song),E.T.,/wiki/Kanye_West,2011,36ux3YuUsGTWPT8fXclS45,0,0,0,0,0,0,0,0,0,0,0,,,,,,
5,Give Me Everything,Pitbull,Solo Male,/wiki/Give_Me_Everything_(Pitbull_song),Give Me Everything,/wiki/Pitbull_(rapper),2011,4QNpBfC0zvjKqPJcyqBy9W,0,0,0,0,0,0,0,0,0,0,0,,,,,,
5,Give Me Everything,Ne-Yo,Solo Male,/wiki/Give_Me_Everything_(Pitbull_song),Give Me Everything,/wiki/Ne-Yo,2011,4QNpBfC0zvjKqPJcyqBy9W,0,0,0,0,0,0,0,0,0,0,0,,,,,,
5,Give Me Everything,Afrojack,#N/A,/wiki/Give_Me_Everything_(Pitbull_song),Give Me Everything,/wiki/Afrojack,2011,4QNpBfC0zvjKqPJcyqBy9W,0,0,0,0,0,0,0,0,0,0,0,,,,,,
5,Give Me Everything,Nayer,#N/A,/wiki/Give_Me_Everything_(Pitbull_song),Give Me Everything,/wiki/Nayer,2011,4QNpBfC0zvjKqPJcyqBy9W,0,0,0,0,0,0,0,0,0,0,0,,,,,,
6,Grenade,Bruno Mars,Solo Male,/wiki/Grenade_(song),Grenade,/wiki/Bruno_Mars,2011,2tJulUYLDKOg9XrtVkMgcJ,0,0,0,0,0,0,0,0,0,0,0,,,,,,
7,F**K You (Forget You),CeeLo Green,#N/A,/wiki/Forget_You_(CeeLo_Green_song),F**K You (Forget You),/wiki/CeeLo_Green,2011,7AqISujIaWcY3h5zrOqt5v,0,0,0,0,0,0,0,0,0,0,0,,,,,,
8,Super Bass,Nicki Minaj,Solo Female,/wiki/Super_Bass,Super Bass,/wiki/Nicki_Minaj,2011,3hlksXnvbKogFdPbpO9vel,0,0,0,0,0,0,0,0,0,0,0,,,,,,
9,Moves like Jagger,Maroon 5,Band,/wiki/Moves_like_Jagger,Moves like Jagger,/wiki/Maroon_5,2011,7LcfRTgAVTs5pQGEQgUEzN,0,0,0,0,0,0,0,0,0,0,0,,,,,,
